;spell;feels_bad_man;feels_bad_man
418;{'name': 'Boulder Smash', 'description': 'Earth Spirit smashes the target enemy or ally, sending them in the direction he is facing. If Earth Spirit targets an area, he will smash the nearest Stone Remnant in a 200 radius. The travelling unit or Remnant damages all enemy units it hits.  If an enemy is hit by a Stone Remnant, they are also slowed. Stone Remnants travel further than other units.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Heroes'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0REMNANT SMASH RADIUS: 200'}, {'name': 'DAMAGE', 'value': '105 / 170 / 235 / 300'}, {'name': 'SLOW AMOUNT', 'value': '60%'}, {'name': 'SLOW DURATION', 'value': '1.25 / 2.5 / 3.25 / 4'}, {'name': 'TRAVEL SPEED', 'value': '900'}, {'name': 'DISTANCE', 'value': '500 / 600 / 700 / 800'}, {'name': 'DISTANCE (REMNANT)', 'value': '2000'}, , ]};10;{'name': 'COOLDOWN', 'value': '22/18/14/10'};{'name': 'MANA COST', 'value': '100'}
419;{'name': 'Rolling Boulder', 'description': 'Earth Spirit gathers himself into a boulder and, after a 0.6s delay, rolls toward the target location, damaging and stunning enemy units. He will stop if he collides with an enemy hero or is stunned. If he rolls over a Stone Remnant, he will travel further and faster, and stun enemies for longer.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0SPEED: 800'}, {'name': 'SPEED (REMNANT)', 'value': '1600'}, {'name': 'ROCK BONUS STUN DURATION', 'value': '0.4 / 0.6 / 0.8 / 1'}, , ]};2;{'name': 'COOLDOWN', 'value': '16/12/8/4'};{'name': 'MANA COST', 'value': '50'}
420;{'name': 'Geomagnetic Grip', 'description': 'Earth Spirit pulls the target Stone Remnant. Enemies struck by the gripped target will be silenced and take damage.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Allied Units'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0REMNANT DAMAGE: 50 / 100 / 150 / 200'}, {'name': 'SILENCE DURATION', 'value': '2 / 2.5 / 3 / 3.5'}, {'name': 'HERO PULL SPEED', 'value': '600'}, {'name': 'REMNANT PULL SPEED', 'value': '1000'}, , ]};10;{'name': 'COOLDOWN', 'value': '13'};{'name': 'MANA COST', 'value': '100'}
421;{'name': 'Magnetize', 'description': ''Magnetizes units in a small nearby area, causing them to take damage for a short duration. Magnetized heroes cause nearby Stone Remnants to explode, destroying the remnant and refreshing Magnetize's duration on all nearby enemies. This process can repeat multiple times. If an enemy hero is affected by Geomagnetic Grip or Boulder Smash, all magnetized heroes share the effects.'',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 350'}, {'name': 'DAMAGE PER SECOND', 'value': '50 / 75 / 100'}, {'name': 'MAGNETIZE DURATION', 'value': '6'}, {'name': 'REMNANT REFRESH RADIUS', 'value': '400'}, {'name': 'REMNANT EXPLOSION RADIUS', 'value': '600'}, , ]};3;{'name': 'COOLDOWN', 'value': '100/90/80'};{'name': 'MANA COST', 'value': '100.000000'}
422;{'name': 'Firestorm', 'description': 'Calls down waves of fire that damage enemy units in the target area, burning for additional damage over time.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 400'}, {'name': 'WAVE COUNT', 'value': '6'}, {'name': 'BURN DURATION', 'value': '2'}, , ]};2;{'name': 'COOLDOWN', 'value': '12'};{'name': 'MANA COST', 'value': '100/110/120/130'}
423;{'name': 'Pit of Malice', 'description': 'A deadly pit is conjured at the target location any unit that enters will be rooted. Each enemy unit within the pit are affected every 3.6 seconds.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 400'}, {'name': 'PIT DURATION', 'value': '12'}, {'name': 'DISABLE INTERVAL', 'value': '3.6'}, , ]};2;{'name': 'COOLDOWN', 'value': '22/20/18/16'};{'name': 'MANA COST', 'value': '80/100/120/140'}
424;{'name': 'Atrophy Aura', 'description': 'Nearby enemy units are weakened, losing a portion of their base damage. If an enemy hero dies while under this effect, Underlord gains bonus damage.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemies'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 1200'}, {'name': 'DAMAGE REDUCTION', 'value': '5% / 15% / 25% / 35%'}, {'name': 'BONUS DAMAGE(CREEP)', 'value': '5'}, {'name': 'BONUS DAMAGE(HERO)', 'value': '30 / 35 / 40 / 45'}, {'name': 'DURATION', 'value': '30 / 40 / 50 / 60'}, , ]};9;{'name': 'COOLDOWN', 'value': '0'};{'name': 'MANA COST', 'value': '0/0/0/0'}
425;{'name': 'Dark Rift', 'description': ''Opens a dark rift at the targeted friendly unit's or building's position.  After a short delay, Underlord and all nearby friendly heroes are teleported to that unit's location.  Dark Rift can be cancelled at anytime during the cast.  If it is cancelled in this way or the target unit dies before the spell becomes active, Dark Rift goes into cooldown.'',  'attributes': [, {'name': 'AFFECTS', 'value': 'Allied Creeps'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0TELEPORT RADIUS: 600'}, {'name': 'TELEPORT DELAY', 'value': '6 / 5 / 4'}, , ]};10;{'name': 'COOLDOWN', 'value': '130/115/100'};{'name': 'MANA COST', 'value': '100/200/300'}
426;{'name': 'Reflection', 'description': 'Terrorblade brings forth an invulnerable dark reflection of all enemy heroes in a target area. Affected enemy heroes are slowed and attacked by their reflection.',  'attributes': [, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0REFLECTION DURATION: 2.5 / 3.5 / 4.5 / 5.5'}, {'name': 'MOVEMENT SLOW', 'value': '20%'}, {'name': 'RADIUS', 'value': '475'}, , ]};2;{'name': 'COOLDOWN', 'value': '22/20/18/16'};{'name': 'MANA COST', 'value': '50'}
427;{'name': 'Conjure Image', 'description': 'Creates an illusion of Terrorblade that deals damage.',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0ILLUSION DURATION: 34'}, {'name': 'ILLUSION DAMAGE', 'value': '30% / 40% / 50% / 60%'}, {'name': 'ILLUSION DAMAGE TAKEN', 'value': '320%'}, , ]};3;{'name': 'COOLDOWN', 'value': '16'};{'name': 'MANA COST', 'value': '70/75/80/85'}
428;{'name': 'Metamorphosis', 'description': ''Terrorblade transforms into a powerful demon with a ranged attack. Any of Terrorblade's illusions that are within 1200 range will also be transformed by Metamorphosis.'',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DURATION: 40 / 44 / 48 / 52'}, {'name': 'TRANSFORMATION TIME', 'value': '0.35'}, {'name': 'BASE ATTACK TIME', 'value': '1.5'}, {'name': 'BONUS DAMAGE', 'value': '20 / 40 / 60 / 80'}, {'name': 'MOVEMENT SPEED LOSS', 'value': '30'}, {'name': 'ILLUSION AURA RADIUS', 'value': '1200'}, , ]};3;{'name': 'COOLDOWN', 'value': '155'};{'name': 'MANA COST', 'value': '100'}
429;{'name': 'Sunder', 'description': ''Severs the life from both Terrorblade and a target hero, exchanging a percentage of both units' current health. Some health points must remain.'',  'attributes': [, {'name': 'AFFECTS', 'value': 'Units'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0MINIMUM HP SWAP: 35% / 30% / 25%'}, , ]};4;{'name': 'COOLDOWN', 'value': '120/80/40'};{'name': 'MANA COST', 'value': '200/100/50'}
430;{'name': 'Icarus Dive', 'description': 'Phoenix dives forward in an arc with a fixed distance in the targeted direction, dealing damage over time and slowing the movement speed of any units it comes into contact with, and then orbiting back to its original position. If Phoenix casts Supernova, the dive ends.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0HP COST: 15%'}, {'name': 'BURN DURATION', 'value': '4'}, {'name': 'DAMAGE PER SECOND', 'value': '10 / 30 / 50 / 70'}, {'name': 'MOVE SLOW', 'value': '19% / 22% / 25% / 28%'}, ]};2;{'name': 'COOLDOWN', 'value': '36/34/32/30'};feels_bad_man
431;{'name': 'Fire Spirits', 'description': 'Summons 4 fire spirits that circle around Phoenix. Each spirit can be launched independently at a targeted area of effect. Affected enemy units take damage over time and have their attack speed greatly reduced.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0HP COST: 20%'}, {'name': 'SPIRIT DURATION', 'value': '20'}, {'name': 'RADIUS', 'value': '175 / 175 / 175 / 175'}, {'name': 'BURN DURATION', 'value': '4'}, {'name': 'ATTACK SPEED SLOW', 'value': '80 / 100 / 120 / 140'}, , ]};3;{'name': 'COOLDOWN', 'value': '45/40/35/30'};{'name': 'MANA COST', 'value': '80/90/100/110'}
432;{'name': 'Sun Ray', 'description': 'Phoenix expels a beam of light at the cost of its own health. The beam damages enemies and heals allies for a base amount plus a percentage of their health. The percentage increases as the beam continues to fire.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0HEALTH COST PER SECOND: 6%'}, {'name': 'BASE DAMAGE PER SECOND', 'value': '14 / 20 / 26 / 32'}, {'name': 'BASE HEAL PER SECOND', 'value': '7 / 10 / 13 / 16'}, {'name': 'MAX HEAL', 'value': '0.625% / 1.25% / 1.875% / 2.5%'}, , ]};2;{'name': 'COOLDOWN', 'value': '26'};{'name': 'MANA COST', 'value': '100'}
433;{'name': 'Supernova', 'description': 'The Phoenix willingly ends its current life for the chance to be reborn. Transforms into a burning sun that scorches enemies in a huge area. The sun can be destroyed by attacks from enemy Heroes. After %abilityduration% seconds the sun explodes, stunning all nearby enemies while restoring Phoenix to full health and mana with refreshed abilities.\r\n\r\nDISPEL TYPE: Strong Dispel',  'attributes': [, {'name': 'AFFECTS', 'value': 'Allied Heroes'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 1300'}, {'name': 'DAMAGE PER SECOND', 'value': '60 / 90 / 120'}, , ]};3;{'name': 'COOLDOWN', 'value': '110'};{'name': 'MANA COST', 'value': '200/200/200'}
434;{'name': ''Fortune's End'', 'description': ''CHANNELED - Gathers Oracle's power into a bolt of scouring energy that, when released, damages, roots, and purges enemies of buffs in an area around the target. If target is an ally it will only purge debuffs. Can be channeled for up to %abilitychanneltime% seconds. The root duration is equal to the time spent channeling.\r\n\r\nDISPEL TYPE: Basic Dispel'',  'attributes': [, {'name': 'AFFECTS', 'value': 'Heroes'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DAMAGE: 120 / 150 / 180 / 210'}, {'name': 'MIN ROOT DURATION', 'value': '0.5'}, {'name': 'RADIUS', 'value': '300'}, , ]};5;{'name': 'COOLDOWN', 'value': '15/12/9/6'};{'name': 'MANA COST', 'value': '100'}
435;{'name': ''Fate's Edict'', 'description': 'Oracle enraptures a target, disarming them and granting them 100% magic damage resistance. Can be cast on allies and enemies.',  'attributes': [, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DURATION: 3 / 3.5 / 4 / 4.5'}, , ]};4;{'name': 'COOLDOWN', 'value': '16/13/10/7'};{'name': 'MANA COST', 'value': '50'}
436;{'name': 'Purifying Flames', 'description': 'Burns away impurities, dealing heavy magic damage to the target before causing them to regenerate health over time. The amount of health regenerated over its duration exceeds the amount of initial damage. Can be cast on enemies and allies.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DAMAGE: 90 / 180 / 270 / 360'}, {'name': 'HEAL PER SECOND', 'value': '11 / 22 / 33 / 44'}, {'name': 'TOTAL HEAL', 'value': '99 / 198 / 297 / 396'}, {'name': 'DURATION', 'value': '9'}, , ]};4;{'name': 'COOLDOWN', 'value': '2.25'};{'name': 'MANA COST', 'value': '80/85/90/95'}
437;{'name': 'False Promise', 'description': ''Temporarily alters an ally's destiny, delaying any healing or damage taken until False Promise ends. Any healing that is delayed by False Promise is doubled. Removes most negative status effects and disables on initial cast.\r\n\r\nDISPEL TYPE: Strong Dispel'',  'attributes': [, {'name': 'AFFECTS', 'value': 'Allied Heroes'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0'}, , ]};4;{'name': 'COOLDOWN', 'value': '115/80/45'};{'name': 'MANA COST', 'value': '100/150/200'}
438;{'name': 'Arctic Burn', 'description': ''Winter Wyvern soars upon an arctic wind, granting her unobstructed movement and allowing her to exhale a blistering chill into each attack. While soaring, her attacks travel further and faster, and slow enemies with a magical freeze that strips them of 6% of their current health each second. Her sight is also hardened against night's chill, granting her 400 additional vision range at night while soaring.'',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0FLIGHT DURATION: 8'}, {'name': 'BONUS ATTACK RANGE', 'value': '350 / 425 / 500 / 575'}, {'name': 'HEALTH BURN', 'value': '6% / 7% / 8% / 9%'}, {'name': 'ADDED NIGHT VISION RANGE', 'value': '400'}, , ]};3;{'name': 'COOLDOWN', 'value': '50/40/30/20'};{'name': 'MANA COST', 'value': '90'}
439;{'name': 'Splinter Blast', 'description': 'Launches a ball of brittle ice toward an enemy. The ice shatters on impact, leaving the primary target completely unaffected, while hurling damaging splinters into nearby enemies in a 500 radius. Enemies struck by these splinters are slowed by 30%.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '100 / 180 / 260 / 340SHATTER RADIUS: 500'}, {'name': 'MOVEMENT SLOW', 'value': '30%'}, {'name': 'SLOW DURATION', 'value': '4'}, , ]};4;{'name': 'COOLDOWN', 'value': '7'};{'name': 'MANA COST', 'value': '105/120/135/150'}
440;{'name': 'Cold Embrace', 'description': 'Encases an ally in an icy cocoon, freezing them solid while healing a base amount as well as a percentage of their maximum health each second. The cocoon blocks all physical damage.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Allied Units'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DURATION: 4'}, {'name': 'BASE HEALTH REGEN', 'value': '14 / 18 / 22 / 26'}, {'name': 'MAX HEALTH REGEN', 'value': '3% / 4% / 5% / 6%'}, , ]};4;{'name': 'COOLDOWN', 'value': '24/21/18/15'};{'name': 'MANA COST', 'value': '50/60/70/80'}
441;{'name': ''Winter's Curse'', 'description': 'Winter Wyvern freezes an enemy in place while striking those nearby with a maddening curse which causes them to attack their frozen ally with increased attack speed. The frozen ally and those cursed to attack their ally are immune to all damage from their enemies with the exception of Winter Wyvern or her controlled units.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0CURSE RADIUS: 500'}, {'name': 'CURSE DAMAGE REDUCTION', 'value': '100%'}, {'name': 'CURSE ATTACK SPEED', 'value': '55'}, , ]};4;{'name': 'COOLDOWN', 'value': '80'};{'name': 'MANA COST', 'value': '250'}
442;{'name': 'Flux', 'description': 'Infuses a lone enemy unit with swirling, volatile energy, slowing its movement speed and dealing damage over time. The effect is muted if another enemy unit is near the target.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DAMAGE PER SECOND: 15 / 30 / 45 / 60'}, {'name': 'ALLY SEARCH RADIUS', 'value': '225'}, {'name': 'MOVEMENT SPEED SLOW', 'value': '20% / 30% / 40% / 50%'}, , ]};4;{'name': 'COOLDOWN', 'value': '16'};{'name': 'MANA COST', 'value': '75'}
443;{'name': 'Magnetic Field', 'description': 'Generates a circular distortion field of magnetic energy that protects allied heroes and buildings within it by evading attacks coming from outside the field.',  'attributes': [, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'Yes'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0RADIUS: 300'}, {'name': 'DURATION', 'value': '3.5 / 4.5 / 5.5 / 6.5'}, {'name': 'ATTACK SPEED BONUS', 'value': '50 / 60 / 70 / 80'}, {'name': 'EVASION BONUS', 'value': '100%'}, , ]};2;{'name': 'COOLDOWN', 'value': '20'};{'name': 'MANA COST', 'value': '50/70/90/110'}
444;{'name': 'Spark Wraith', 'description': 'Summons a Spark Wraith that slowly materializes and patrols a targeted area until an enemy comes within its range. Once a target has been found the wraith fuses with them, dealing magical damage and slowing the unit.',  'attributes': [, {'name': 'DAMAGE TYPE', 'value': 'Magical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0SEARCH RADIUS: 375'}, {'name': 'ACTIVATION DELAY', 'value': '2'}, {'name': 'DURATION', 'value': '50'}, {'name': 'WRAITH SPEED', 'value': '400'}, {'name': 'SLOW DURATION', 'value': '0.4 / 0.5 / 0.6 / 0.7'}, {'name': 'MOVEMENT SLOW', 'value': '100%'}, , ]};2;{'name': 'COOLDOWN', 'value': '4'};{'name': 'MANA COST', 'value': '80'}
445;{'name': 'Tempest Double', 'description': ''Briefly refocusing its fractured elements into a single form, the Arc Warden is able to create a perfect electrical duplication of itself. The duplicate can use all of Arc Warden's current items and spells, except most consumables and items that drop on death. The duplicate has separate item and ability cooldowns.  The Tempest Double gives bounty gold to enemies when killed.'',  'attributes': [, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0DURATION: 18 / 22 / 26'}, {'name': 'BOUNTY GOLD', 'value': '180 / 240 / 300'}, , ]};3;{'name': 'COOLDOWN', 'value': '60/50/40'};{'name': 'MANA COST', 'value': '0/0/0/0'}
446;{'name': 'Boundless Strike', 'description': 'Monkey King enlarges his staff and slams it against the ground, stunning enemies in a line and damaging them with a critical hit based on his attack. Has True Strike.',  'attributes': [, {'name': 'AFFECTS', 'value': 'Enemy Units'}, {'name': 'DAMAGE TYPE', 'value': 'Physical'}, {'name': 'PIERCES SPELL IMMUNITY', 'value': 'No'}, {'name': 'DAMAGE', 'value': '0 / 0 / 0 / 0STUN DURATION: 0.4 / 0.8 / 1.2 / 1.6'}, {'name': 'DISTANCE', 'value': '1200'}, , ]};2;{'name': 'COOLDOWN', 'value': '22'};{'name': 'MANA COST', 'value': '100'}
